Record Type,Constituent Id,Address ID,Address Type,Primary Flag,Organization Name,Address line 1,Address line 2,Address line 3,Address line 4,City,State,Zip Code,County,District
1C,45228742,HO,P,X,,31832 Sheri Courts Suite 853,,,,North John,NC,12562,Moultrie,15.0
1C,45228743,HO,P,X,,8358 Steele Fields Apt. 278,,,,Poncetown,RI,31929,,
1C,45228744,HO,P,X,,6505 Orr Overpass Apt. 568,,,,Meganfurt,LA,6546,Champaign,15.0
1C,45228745,HO,P,X,,0399 Castro Club,,,,APO AE 54147,OK,15056,Champaign,15.0
1C,45228746,HO,P,X,,894 Tiffany Stravenue,,,,Ellenmouth,SC,49160,Douglas,15.0
1C,45228749,HO,S,X,,783 Morales Mount Suite 930,,,,Lake Steven,VA,93925,Champaign,15.0
1C,45228749,BU,S,,,4705 Hodge Rapids Suite 813,,,,Mariaside,MD,44442,,
1C,45228749,OT,S,,,4075 Tasha Bypass,,,,West Robertmouth,AR,37624,Champaign,15.0
1C,45228751,HO,P,X,,96637 Russell Street,,,,Port Patriciaton,WA,47842,,
1C,45228752,HO,P,X,,8852 Carol Way Suite 896,,,,Melissabury,CO,38952,,
1C,45228753,HO,P,X,,9953 Madden Club,,,,Ashleytown,WV,31800,,15.0
1C,45228755,HO,S,X,,0694 Robert Roads Suite 194,301 South Lincoln,,,Smithville,OK,12918,Champaign,15.0
1C,45228755,BU,S,,,35618 Miller Trace Suite 064,,,,APO AA 68427,FL,72808,,
1C,45228755,OT,S,,,"PSC 4988, Box 5044",,,,East Michaelshire,GA,43552,,
1C,45228756,HO,P,X,,752 Barber Cape,,,,Jermainestad,ME,13219,Champaign,15.0
1C,45228758,HO,P,X,,1344 Diaz Path Apt. 480,,,,South Brittanyside,MT,28976,,
1C,45228759,HO,P,X,,1707 Eaton Pike Apt. 690,,,,South Andrewstad,IA,3261,Champaign,15.0
1C,45228760,HO,P,X,,000 Barajas Station Suite 900,,,,South Scottmouth,DC,69879,,15.0
1C,45228761,HO,P,X,,Unit 8875 Box 0257,,,,Jameschester,MA,37980,Champaign,15.0
1C,45228762,HO,P,X,,1753 Rachel Corner,,,,New Antonio,RI,17419,,15.0
1C,45228763,HO,P,X,,839 Swanson Avenue Suite 341,,,,South Scottbury,AL,26217,Champaign,15.0
1C,45228764,HO,P,X,,404 Gary Stravenue,,,,South Dennis,CA,73728,Champaign,15.0
1C,45228765,HO,P,X,,9383 Jeffrey Roads Suite 915,,,,South Jessicaview,HI,24023,Champaign,15.0
1C,45228767,HO,P,X,,2666 Joshua Parks,,,,Markstown,ND,42853,Champaign,15.0
1C,45228768,HO,P,X,,596 Richard Spring,,,,Olsonside,OH,27921,Champaign,15.0
1C,45228769,HO,P,X,,USNS Sandoval,,,,APO AA 74797,IA,31901,Champaign,15.0
1C,45228770,HO,P,X,,8747 Carter Coves,,,,Brianville,MD,12347,Champaign,15.0
1C,45228771,HO,P,X,,1322 Thomas Causeway,,,,Pamelaburgh,RI,60274,Champaign,15.0
1C,45228772,HO,P,X,,"PSC 8077, Box 3795",,,,Wrightport,NE,12542,Champaign,15.0
1C,45228774,HO,P,X,,616 Daniel Mills,,,,Port Christopherchester,IN,89635,Champaign,15.0
1C,45228775,HO,P,X,,8402 Philip Common Apt. 238,,,,Smithmouth,NM,35168,Champaign,15.0
1C,45228776,HO,P,X,,063 Levi Lane,,,,North Daniel,WI,11510,Champaign,15.0
1C,45228780,HO,P,X,,21156 Zimmerman Point Apt. 903,,,,Autumnland,MD,88119,Cook,7.0
1C,45228781,HO,P,X,,06497 Price Place Suite 207,,,,Aliceland,MT,28727,Champaign,15.0
1C,45228784,HO,P,X,,Unit 0299 Box 5619,,,,Russellport,OH,41520,Champaign,15.0
1C,45228785,HO,P,X,,USCGC Jimenez,,,,North Nicolefort,GA,96203,Champaign,15.0
1C,45228786,HO,P,X,,2033 Willie Locks Apt. 555,,,,Robertberg,MN,14786,Champaign,15.0
1C,45228787,HO,P,X,,106 Ramos Crossing Apt. 160,,,,Lake Veronica,CT,56695,Champaign,15.0
1C,45228791,HO,P,X,,94726 Dean Crossroad,,,,Lake Mackenziemouth,CO,81356,,15.0
1C,45228793,HO,P,X,,874 Reed Tunnel,,,,Heatherside,MS,78385,Champaign,15.0
1C,45228794,HO,P,X,,457 Cole Dale Apt. 465,,,,Kimberlyland,DE,91788,Champaign,15.0
1C,45228795,HO,P,X,,41359 Rebecca Skyway,,,,Port Allisonborough,AR,28953,Champaign,15.0
1C,45228796,HO,P,X,,7919 Fitzgerald Lake Apt. 980,,,,New Shelby,KY,65812,Champaign,15.0
1C,45228797,HO,P,X,,85055 Taylor Street Suite 353,,,,Sanchezstad,TX,16910,,15.0
1C,45228799,HO,P,X,,9453 Jones Drive,,,,Lake Davidview,UT,58639,Champaign,15.0
1C,45228800,HO,P,X,,488 Nancy Mountains Apt. 537,,,,Simsside,UT,10617,,
1C,45228801,HO,P,X,,624 Henry Lake,,,,Nielsenland,IN,85671,Champaign,13.0
1C,45228802,HO,P,X,,7045 Brown Divide Apt. 606,,,,Walkerhaven,DC,68875,Champaign,13.0
1C,45228804,HO,P,X,,7544 Turner Island,,,,Xavierstad,SC,40856,Champaign,13.0
1C,45228806,HO,P,X,,938 Jennifer Canyon,,,,Chungview,DE,77497,Champaign,13.0
1C,45228807,HO,P,X,,08975 Jacob Alley Apt. 947,,,,APO AA 95562,ID,64535,Champaign,13.0
1C,45228808,HO,P,X,,49611 Lopez Roads Suite 322,,,,Leeside,ID,11287,Champaign,13.0
1C,45228809,HO,P,X,,33541 Wilson Bridge,,,,DPO AA 09596,AR,29843,Champaign,13.0
1C,45228810,HO,P,X,,4351 Jeffrey Bypass,,,,New Jeremy,OH,23991,Champaign,13.0
1C,45228812,HO,P,X,,711 Fuller Roads Apt. 483,,,,East Raymond,ND,32888,Champaign,13.0
1C,45228813,HO,P,X,,1224 Cole Plains Apt. 317,,,,New Wayne,AK,26072,Champaign,13.0
1C,45228815,HO,P,X,,9381 Rebecca Valley Suite 341,,,,East Christopher,WA,83207,Champaign,13.0
1C,45228816,HO,P,X,,0481 White Extensions,,,,APO AP 83883,GA,75901,Champaign,13.0
1C,45228817,HO,P,X,,555 Alice Overpass Apt. 079,,,,Lake Pamelashire,WV,36721,,
1C,45228819,HO,P,X,,359 Daniel Fall Apt. 694,,,,Longfurt,AK,99588,Champaign,13.0
1C,45228820,HO,P,X,,37331 Vargas Road,,,,Natalieborough,PA,13176,Champaign,13.0
1C,45228821,HO,P,X,,3390 Rita Stream Suite 783,,,,Tamarahaven,OK,69148,Champaign,13.0
1C,45228822,HO,P,X,,"PSC 6877, Box 9167",,,,Lake Christinebury,GA,8622,Champaign,13.0
1C,45228823,HO,P,X,,435 Carrie Place,,,,Brendanside,TN,13117,Champaign,13.0
1C,45228824,HO,P,X,,2428 Jimenez Plain,,,,Lake Johnshire,HI,20822,Champaign,13.0
1C,45228825,HO,P,X,,37912 Hill Highway Suite 785,,,,Jarvisberg,CA,87687,Champaign,13.0
1C,45228826,HO,P,X,,USS Santana,,,,North Andrewton,AZ,86435,Champaign,13.0
1C,45228827,HO,P,X,,738 Steven Greens,,,,Cherylmouth,OH,52281,Champaign,13.0
1C,45228829,HO,P,X,,60207 Russell Unions Suite 162,,,,Brianbury,AZ,57597,Champaign,13.0
1C,45228830,HO,P,X,,8317 Kevin Plains,,,,North Williambury,CO,41409,Champaign,13.0
1C,45228831,HO,P,X,,5748 Nicholson Creek Apt. 379,,,,New Tonyaville,VT,53991,Champaign,13.0
1C,45228833,HO,P,X,,07376 Cynthia Summit,,,,New Joshuaburgh,WV,58441,Champaign,13.0
1C,45228834,HO,P,X,,50230 Jones Bypass,,,,Scotthaven,VT,66887,Champaign,13.0
1C,45228835,HO,P,X,,344 Norris Mews Apt. 724,,,,Lake Faith,WY,15639,Champaign,13.0
1C,45228837,HO,P,X,,16418 Kristie Landing Suite 896,,,,West Justin,ME,47990,Champaign,13.0
1C,45228839,HO,P,X,,12578 Sean Dam Apt. 514,,,,DPO AA 46233,PA,42932,Champaign,13.0
1C,45228840,HO,P,X,,64233 Kelly Meadow,,,,Port Kylefurt,MD,21649,Champaign,13.0
1C,45228841,HO,P,X,,39191 Andrews Light,,,,Saramouth,NC,97585,Champaign,13.0
1C,45228842,HO,P,X,,8651 Smith Spur Suite 789,,,,East Angelaville,IN,24740,Champaign,13.0
1C,45228843,HO,P,X,,6057 Christina Cliffs,,,,Mcleanfort,FL,99590,Champaign,13.0
1C,45228844,HO,P,X,,1132 Dennis Stream Suite 020,,,,Laurastad,NY,99288,Champaign,13.0
1C,45228845,HO,P,X,,81093 Paul Valleys,,,,West Deborahfurt,IA,46565,Champaign,13.0
1C,45228846,HO,P,X,,7338 Schmitt Avenue,,,,Hornebury,NJ,45462,Champaign,13.0
1C,45228847,HO,P,X,,622 Thomas Harbors,,,,Joseview,PA,32531,Champaign,13.0
1C,45228848,HO,P,X,,350 Laurie Ford,,,,APO AE 60933,FL,96076,Champaign,13.0
1C,45228849,HO,P,X,,78634 Emily Dale Apt. 192,,,,Lake Andrew,MO,70087,Champaign,13.0
1C,45228850,HO,P,X,,05779 Davis Junction Apt. 313,,,,Port Ashleyland,NH,26793,Champaign,13.0
1C,45228851,HO,P,X,,574 Bill Terrace,,,,Nicoleport,NM,65117,Champaign,13.0
1C,45228852,HO,S,X,,383 Hurley Street,,,,Quinnchester,MS,81794,Champaign,13.0
1C,45228852,BU,S,,,90720 Garcia Pike,,,,Oliviafort,UT,53200,,
1C,45228852,OT,S,,,Unit 5329 Box 6484,,,,APO AE 18389,AK,99230,,
1C,45228853,HO,P,X,,8908 Horn Vista Apt. 855,,,,Clarkton,RI,44036,Champaign,13.0
1C,45228854,HO,P,X,,Unit 3604 Box 4512,,,,East Stacey,WY,49634,Champaign,13.0
1C,45228855,HO,P,X,,169 Williams Loaf,,,,Michaelburgh,AR,83237,Champaign,13.0
1C,45228856,HO,P,X,,722 Murray Mission Suite 840,,,,Hubbardhaven,KY,40567,Champaign,13.0
1C,45228858,HO,P,X,,74514 Sparks Manor,,,,DPO AA 10440,SD,27350,,
1C,45228860,HO,P,X,,227 Robert Lane,,,,Port Steventown,OR,76823,Champaign,13.0
1C,45228861,HO,P,X,,8861 Shelby Mall,,,,South Michael,OH,59145,Champaign,13.0
1C,45228862,HO,S,X,,1543 Clark Manor Suite 069,,,,West Shelbyhaven,IL,35977,Champaign,13.0
1C,45228862,BU,S,,,85425 Jennifer Islands Suite 853,,,,Mariahstad,IL,55262,,
1C,45228862,OT,S,,,1038 Butler Island Apt. 799,,,,Lake Angelaland,AR,87890,,
1C,45228863,HO,P,X,,455 Phillip Valleys Suite 865,,,,Nicholsberg,WY,91876,Champaign,13.0
1C,45228864,HO,P,X,,302 Evans Landing,,,,Lake Dawn,WA,50396,Cole,3.0
1C,45228865,HO,P,X,,8737 Tony Courts,,,,Port Amandaburgh,NM,70717,Champaign,13.0
1C,45228866,HO,P,X,,588 Gonzales Walk Apt. 022,,,,Lake Nathan,IL,68226,Champaign,13.0
1C,45228868,HO,P,X,,98580 Cole Summit Suite 309,,,,South Saratown,MD,42299,Champaign,13.0
1C,45228869,HO,P,X,,210 Lin Junctions,,,,East Pamela,MT,7911,Champaign,13.0
1C,45228870,HO,P,X,,"PSC 3793, Box 3153",,,,East Austinberg,ME,42123,Champaign,13.0
1C,45228871,HO,P,X,,010 Thornton Coves Apt. 342,,,,Cooperbury,WI,34730,,
1C,45228872,HO,P,X,,"PSC 9470, Box 3625",,,,East Scottmouth,OR,5849,Champaign,13.0
1C,45228873,HO,P,X,,507 Clark Ridges,,,,Kevinside,NV,93902,Champaign,13.0
1C,45228874,HO,P,X,,USNS Hernandez,,,,DPO AE 24028,NM,62586,Champaign,13.0
1C,45228875,HO,P,X,,2455 Andrew Spring Apt. 420,,,,DPO AE 62500,SD,33622,Champaign,13.0
1C,45228876,HO,P,X,,5155 Alicia Haven,,,,North Charles,NM,49506,Champaign,13.0
1C,45228877,HO,P,X,,647 Williams Walk,,,,Cookberg,MN,46087,Clay,3.0
1C,45228878,HO,P,X,,30733 Cook Locks,,,,Hernandezburgh,TN,73480,Champaign,13.0
1C,45228879,HO,P,X,,502 Mark Ville,,,,Oconnorland,AK,42492,Champaign,13.0
1C,45228881,HO,P,X,,122 Solis Trafficway Apt. 833,,,,Smithville,WA,65386,Vermilion,15.0
1C,45228882,HO,P,X,,45481 Krystal Crescent,,,,Jamestown,NV,57160,Champaign,13.0
1C,45228883,HO,P,X,,04371 Rodriguez Turnpike,,,,APO AA 26059,NH,81287,Champaign,13.0
1C,45228884,HO,P,X,,943 Jarvis Tunnel,C/O Kenny Jones,,,South John,KS,29804,Champaign,13.0
1C,45228885,HO,P,X,,55138 Smith Village Suite 132,,,,Jonshire,LA,20659,Champaign,13.0
1C,45228886,HO,P,X,,8797 Maria Highway,,,,South Catherinechester,TN,1438,Champaign,13.0
1C,45228887,HO,P,X,,7914 Franco Square,,,,West Nicole,CT,68257,Pinal,4.0
1C,45228888,HO,P,X,,8728 Warren Gateway Apt. 435,,,,Lake Catherinemouth,VT,30422,Champaign,13.0
1C,45228889,HO,P,X,,Unit 5864 Box 3277,,,,Stephaniemouth,NC,81978,Champaign,13.0
1C,45228890,HO,P,X,,836 Young Junctions Apt. 963,,,,Jeanettetown,WI,82187,Champaign,15.0
1C,45228891,HO,P,X,,04018 Johnson Port Suite 510,,,,Hendricksshire,MI,49292,Champaign,13.0
1C,45228892,HO,P,X,,413 Jennifer Track Apt. 603,,,,Connerview,LA,41917,Champaign,13.0
1C,45228893,HO,P,X,,3476 Deborah Isle Apt. 368,,,,FPO AE 77284,KY,39896,Champaign,13.0
1C,45228894,HO,P,X,,9487 Lonnie Bypass Suite 219,,,,West Melissaberg,CT,77951,Champaign,13.0
1C,45228895,HO,P,X,,276 Michelle Roads Suite 071,,,,Alvarezburgh,WY,38658,Champaign,13.0
1C,45228896,HO,P,X,,707 Maldonado Island,,,,Jamieside,NY,97531,Champaign,13.0
1C,45228897,HO,P,X,,515 Kelley Plaza Suite 583,,,,North Christopherview,HI,37483,Champaign,13.0
1C,45228898,HO,P,X,,2914 Tanner Plain,,,,Jeffreychester,ME,41506,Champaign,13.0
1C,45228899,HO,P,X,,9517 Davis Cliff Suite 412,,,,Kramerborough,ID,33522,Champaign,13.0
1C,45228901,HO,P,X,,Unit 1360 Box 6468,,,,Donnaborough,OK,88879,Champaign,13.0
1C,45228902,HO,P,X,,17338 Kathy Lights,,,,North Melissa,NV,26980,Champaign,13.0
1C,45228903,HO,P,X,,34651 Thomas Plaza,,,,West Barbaraview,ID,56701,Vermilion,15.0
1C,45228904,HO,P,X,,5045 Kristen Meadow,,,,Farmerville,NE,26598,Champaign,13.0
1C,45228905,HO,P,X,,0048 Timothy Corner,,,,Brianhaven,NE,11262,Champaign,13.0
1C,45228906,HO,P,X,,849 Sara Valley,,,,Anthonyborough,AK,71533,Champaign,13.0
1C,45228907,HO,P,X,,0933 Roberts Freeway,,,,Hernandezton,CO,23060,Champaign,13.0
1C,45228908,HO,P,X,,52346 Lorraine Haven,,,,Rodriguezberg,HI,7272,Champaign,13.0
1C,45228909,HO,P,X,,68035 Jessica Via Apt. 321,,,,Victoriachester,DC,50806,Champaign,13.0
1C,45228910,HO,P,X,,658 Brown Center,,,,Martinland,MO,17609,Champaign,13.0
1C,45228911,HO,P,X,,3366 Williams Lodge Apt. 344,,,,Lake Kristie,MT,11786,Champaign,13.0
1C,45228912,HO,P,X,,60757 Scott Gateway,,,,DPO AP 83860,WA,47738,Champaign,13.0
1C,45228913,HO,P,X,,893 Jill Keys,,,,East Derrick,LA,53721,Champaign,13.0
1C,45228914,HO,P,X,,925 Rita Track Suite 720,,,,Lake Stephenmouth,MO,87769,Champaign,13.0
1C,45228916,HO,P,X,,2956 Courtney Green,,,,Craigmouth,MI,29783,Champaign,13.0
1C,45228917,HO,P,X,,873 Contreras Keys,,,,Davidton,NV,13630,Champaign,13.0
1C,45228918,HO,P,X,,0062 Lisa Skyway,,,,North Michaelfurt,PA,70178,Champaign,13.0
1C,45228920,HO,P,X,,777 Maxwell Views Apt. 961,,,,East Monica,IA,14977,Champaign,13.0
1C,45228921,HO,P,X,,843 Sarah Tunnel Apt. 183,,,,Miguelbury,TX,70944,Champaign,13.0
1C,45228922,HO,P,X,,61185 Moore Village Apt. 252,,,,Juliaberg,MS,74030,Champaign,13.0
1C,45228923,HO,P,X,,5421 Hill Centers Apt. 382,,,,South Cristian,LA,84712,Champaign,13.0
1C,45228924,HO,P,X,,09926 Klein Common Apt. 782,,,,Port Seanborough,MT,42314,Champaign,13.0
1C,45228925,HO,P,X,,54218 Lloyd Motorway,,,,Rowefurt,OK,67730,Champaign,13.0
1C,45228926,HO,P,X,,42545 Dan Track Apt. 043,,,,Staceyville,MA,83766,Champaign,13.0
1C,45228927,HO,P,X,,90240 Mark Junctions,,,,Jeffreyshire,CA,85333,Champaign,13.0
1C,45228928,HO,P,X,,Unit 7602 Box 5050,,,,Garciashire,TX,4399,Champaign,13.0
1C,45228929,HO,P,X,,7044 Ortega Stream,,,,DPO AE 73011,PA,74835,Champaign,13.0
1C,45228930,HO,P,X,,36548 Luna Avenue,,,,South Jessicaborough,VT,20002,Champaign,13.0
1C,45228931,HO,P,X,,35908 Tyler Ford,,,,Castilloshire,WY,47779,Cook,7.0
1C,45228932,HO,P,X,,1990 Matthew Mill Apt. 892,,,,DPO AA 65226,OH,94403,Champaign,13.0
1C,45228933,HO,P,X,,"PSC 8491, Box 6045",,,,Cantubury,CT,3508,Benton,4.0
1C,45228934,HO,P,X,,"PSC 2845, Box 1237",,,,Port Matthewview,NM,15165,Champaign,13.0
1C,45228935,HO,P,X,,08771 Tapia Springs Apt. 239,,,,FPO AE 82153,DE,17697,Champaign,13.0
1C,45228936,HO,P,X,,75854 Williams Fork,,,,Port Chris,VA,85700,Champaign,13.0
1C,45228937,HO,P,X,,4194 Tammy Fields,,,,APO AE 37977,GA,71647,Champaign,13.0
1C,45228938,HO,P,X,,0088 Anna Wells,,,,South Brentchester,AL,54843,Champaign,13.0
1C,45228940,HO,P,X,,9779 Emily Rapids,,,,Patricialand,WV,58923,Champaign,13.0
1C,45228941,HO,P,X,,8961 Drake Parks Suite 298,,,,Port Samanthafurt,DE,82132,Champaign,13.0
1C,45228942,HO,P,X,,USNV Davis,,,,Marcusport,DC,25838,Gwinnett,7.0
1C,45228943,HO,P,X,,4421 Larry Tunnel Suite 903,,,,New Kristen,GA,47932,Champaign,13.0
1C,45228944,HO,P,X,,7285 Green Inlet,,,,Katieside,SC,20053,,13.0
1C,45228946,HO,P,X,,59724 Newton Ford Suite 757,,,,New Robert,NV,12911,Champaign,13.0
1C,45228947,HO,P,X,,8225 Schmidt Extensions Suite 930,,,,FPO AE 45777,NY,79056,Champaign,13.0
1C,45228948,HO,P,X,,80849 Henderson Prairie,,,,West Danny,KY,88888,Champaign,13.0
1C,45228949,HO,P,X,,3001 Amanda Square,,,,Lake Ryanmouth,LA,53283,Saint Louis,1.0
1C,45228950,HO,P,X,,938 Raymond Wells Suite 733,,,,East Suzannestad,DC,19022,Champaign,13.0
1C,45228951,HO,P,X,,40505 Parker Drive Suite 884,,,,Karenhaven,WA,78879,Champaign,13.0
1C,45228952,HO,P,X,,330 Kim Road Apt. 222,,,,Juanview,AK,19434,Champaign,13.0
1C,45228953,HO,P,X,,21716 Spencer Bypass,,,,Lorihaven,ND,23303,Champaign,13.0
1C,45228954,HO,P,X,,"PSC 5938, Box 0790",,,,Ronaldmouth,GA,16585,Champaign,13.0
1C,45228955,HO,P,X,,62938 Guzman Hill Suite 802,,,,Christianchester,AK,90627,Champaign,13.0
1C,45228956,HO,P,X,,98211 Joseph Junctions Suite 627,,,,Kelseyfort,NM,82134,Champaign,13.0
1C,45228958,HO,P,X,,0217 Larson Turnpike Apt. 413,,,,Harmonchester,MI,24660,,13.0
1C,45228959,HO,P,X,,"PSC 3145, Box 7244",,,,FPO AP 47197,OH,57000,Champaign,13.0
1C,45228960,HO,P,X,,30453 Bryan Station Apt. 770,,,,West Michaelbury,VA,51284,Champaign,13.0
1C,45228962,HO,P,X,,5389 Richard Cape Apt. 807,,,,Lake Robert,MA,91353,Champaign,13.0
1C,45228963,HO,P,X,,196 Johnston Greens Suite 938,,,,New Elizabeth,WY,69430,Champaign,13.0
1C,45228965,HO,P,X,,15926 James Drive Apt. 693,,,,North Lauren,MO,36630,Champaign,13.0
1C,45228967,HO,P,X,,7969 Shawn Road,,,,DPO AP 47501,AL,14269,Champaign,13.0
1C,45228969,HO,P,X,,48629 Pamela Crescent,,,,South Donnafurt,KY,62313,Champaign,13.0
1C,45228970,HO,P,X,,0246 Harris Port Apt. 491,,,,APO AE 93298,ME,49675,Thurston,10.0
1C,45228971,HO,P,X,,91784 Martha Run Suite 036,,,,Charlesmouth,CO,34635,Champaign,13.0
1C,45228972,HO,P,X,,414 Carey Dam Apt. 210,,,,Sandersside,AK,37806,Champaign,13.0
1C,45228973,HO,P,X,,568 Powers Route Suite 628,,,,Neilton,GA,92647,Champaign,13.0
1C,45228975,HO,P,X,,354 Robertson Valleys,,,,Davidbury,PA,29247,Champaign,13.0
1C,45228976,HO,P,X,,3603 Long Tunnel Apt. 636,,,,South Glendafurt,IL,67144,Champaign,13.0
1C,45228977,HO,P,X,,65829 Taylor Manors Suite 525,,,,New Samanthatown,OR,13617,Champaign,13.0
1C,45228978,HO,P,X,,8773 Christina Fields Suite 726,,,,Phyllisborough,OR,72191,Champaign,13.0
1C,45228979,HO,P,X,,25194 Hannah Point Suite 447,,,,Lake Becky,IN,75035,Champaign,13.0
1C,45228980,HO,P,X,,89191 Garrett Pass,,,,FPO AP 80703,OH,15606,Champaign,13.0
1C,45228981,HO,P,X,,77471 Huffman Mills,,,,East Amanda,IL,19114,Champaign,13.0
1C,45228982,HO,P,X,,393 Laurie Mountains Suite 231,,,,Thomasburgh,AL,91166,Champaign,13.0
1C,45228983,HO,P,X,,618 Keith Plains,,,,New Nicole,VT,1624,Champaign,13.0
1C,45228984,HO,P,X,,7949 Daniel Loaf Apt. 433,,,,FPO AP 87044,WV,87132,Champaign,13.0
1C,45228985,HO,P,X,,813 Peter Vista,,,,Port Scotttown,NV,18296,Champaign,13.0
1C,45228986,HO,P,X,,5132 King Forks,,,,Lake Charlesfurt,AZ,98768,Champaign,13.0
1C,45228987,HO,P,X,,255 Collins Rapid Suite 594,,,,Jeremyfort,MN,48417,Champaign,13.0
1C,45228988,HO,P,X,,36412 Powers Grove,,,,DPO AP 95747,WI,70093,Vermilion,15.0
1C,45228990,HO,P,X,,USNS Vega,,,,West Jaredland,MS,84331,Champaign,13.0
1C,45228992,HO,P,X,,"PSC 8446, Box 2623",,,,Seanmouth,AL,87077,Champaign,13.0
1C,45228993,HO,P,X,,75990 Michelle Pine Suite 303,,,,DPO AA 26874,TX,83181,Champaign,13.0
1C,45228994,HO,P,X,,972 Cox Rapid Apt. 744,,,,Christineberg,MT,98479,Champaign,13.0
1C,45228995,HO,P,X,,USCGC Chapman,,,,DPO AE 86294,CT,18713,Champaign,13.0
1C,45228996,HO,P,X,,65695 Hammond Mountains Apt. 516,,,,Mayfurt,WA,87713,Washington,1.0
1C,45228997,HO,P,X,,85034 Jones Turnpike,,,,New Melindashire,MI,95488,Champaign,13.0
1C,45228998,HO,P,X,,7007 Cook Road Apt. 476,,,,North Deborah,RI,72340,Champaign,13.0
1C,45228999,HO,S,X,,USCGC Edwards,,,,Port Kevinland,AK,35695,Champaign,13.0
1C,45228999,BU,S,,,131 Andrew Turnpike,,,,Tammyberg,MO,13758,,
1C,45228999,OT,S,,,0328 Johnson Run Suite 936,,,,Lake Seanshire,OK,72793,,
1C,45229000,HO,P,X,,USNS Jimenez,,,,East Jesusshire,DE,10032,Champaign,13.0
1C,45229001,HO,P,X,,35959 Mackenzie Valley Suite 807,,,,Port Lanceville,AK,21980,Champaign,13.0
1C,45229002,HO,P,X,,69576 Logan Knoll Apt. 689,,,,Oconnorbury,NY,29370,Champaign,13.0
1C,45229003,HO,P,X,,3919 Michelle Burg,,,,Martinshire,WA,44645,Champaign,13.0
1C,45229004,HO,P,X,,53188 Michaela Mews Apt. 883,,,,Mezaport,CT,23340,Champaign,13.0
1C,45229005,HO,P,X,,516 Whitney Pass Apt. 692,,,,New Donaldshire,LA,5901,Champaign,13.0
1C,45229006,HO,P,X,,6847 Fox Isle Suite 566,,,,Baxterborough,IN,64417,Champaign,13.0
1C,45229007,HO,P,X,,9507 Yoder Knolls,,,,FPO AP 27199,NM,91050,Champaign,13.0
1C,45229008,HO,P,X,,66825 Erickson Expressway Suite 487,,,,Floydberg,ND,71448,,13.0
1C,45229010,HO,P,X,,055 Cantu Street Apt. 374,,,,Cynthiashire,NM,95290,Champaign,13.0
1C,45229011,HO,P,X,,7960 Bender Shoals,,,,Quinnville,KY,91004,Champaign,13.0
1C,45229012,HO,P,X,,4443 Lam Cape,,,,FPO AE 84139,NC,83145,Champaign,13.0
1C,45229013,HO,P,X,,74178 Smith Port Suite 209,,,,North Laurie,CO,7708,Champaign,13.0
1C,45229014,HO,P,X,,5189 Jessica Corner Suite 161,,,,Jessicafort,FL,77332,Champaign,13.0
1C,45229015,HO,P,X,,3690 Thompson Canyon,,,,Stacymouth,MT,5738,Champaign,13.0
1C,45229016,HO,P,X,,8953 Lori Lights,,,,Kelseytown,AK,21349,Champaign,13.0
1C,45229018,HO,P,X,,405 Peterson Tunnel,,,,Williamston,NJ,66294,Champaign,13.0
1C,45229019,HO,P,X,,406 Julie Spur,,,,Hendricksport,MI,98732,Champaign,13.0
1C,45229020,HO,P,X,,Unit 2639 Box 8551,,,,North Kimberlyberg,CT,30665,Champaign,15.0
1C,45229021,HO,P,X,,56124 Caitlyn Haven,,,,Lake Stephen,NH,80788,Champaign,13.0
1C,45229022,HO,P,X,,34840 Brad Loop Suite 657,,,,Andrewmouth,IN,99821,Champaign,13.0
1C,45229023,HO,P,X,,3082 Kyle Fork Apt. 873,,,,Odommouth,TX,83498,Champaign,13.0
1C,45229024,HO,P,X,,93529 Gregory Spur Apt. 244,,,,Lake Danielberg,DC,88447,Champaign,13.0
1C,45229025,HO,P,X,,342 Jacob Motorway Apt. 313,,,,New Jenniferland,IL,36875,Arapahoe,6.0
1C,45229026,HO,P,X,,5803 Jacobson Neck Suite 593,,,,North Matthew,OR,55348,Champaign,13.0
1C,45229027,HO,P,X,,94406 Taylor Fields,,,,East Heatherbury,MN,43443,Champaign,13.0
1C,45229028,HO,P,X,,15254 Holmes Trace,,,,South Louisville,MO,91394,Monroe,25.0
1C,45229029,HO,P,X,,USCGC Ellis,,,,South Jessica,FL,21195,Champaign,13.0
1C,45229030,HO,P,X,,1769 Jennifer Light,,,,North Sallybury,MD,29087,Champaign,13.0
1C,45229031,HO,P,X,,43038 Andrea Road Suite 761,,,,Rodrigueztown,WA,84704,Champaign,13.0
1C,45229032,HO,P,X,,6547 Washington Circle Suite 725,,,,Anthonyborough,MO,37274,Champaign,13.0
1C,45229033,HO,P,X,,34749 Perez Grove Apt. 715,,,,Webertown,TN,47538,Champaign,13.0
1C,45229034,HO,P,X,,34405 Jack Haven,,,,Walkerburgh,IL,46110,Champaign,13.0
1C,45229035,HO,P,X,,4557 Amy Row,,,,Bishopville,KY,43579,Piatt,13.0
1C,45229036,HO,P,X,,1728 Shannon Plain,,,,New Daniel,OK,4500,Champaign,13.0
1C,45229037,HO,P,X,,7666 Perkins Tunnel Suite 032,,,,New Kathleen,DC,42343,Champaign,13.0
1C,45229038,HO,P,X,,921 Matthew Groves Suite 823,,,,South Williamside,LA,57360,Champaign,13.0
