Record Type,Constituent ID,Individual Type,Prefix,First Name,Middle Name,Last Name,Suffix,Appellation,Salutation,Date of Birth,No Mail Flag,Deceased Flag
1A,45227791,CS,Mr.,Joshua,Charles,Stade,,,Mr. Stade,19621017.0,,
1A,45227792,CS,Mrs.,James,Julian,Hill,,,Mrs. Hill,19720414.0,,
1A,45227794,CS,Mrs.,Maria,G.,Hicks,,,Mrs. Hicks,19960330.0,,
1A,45227795,CS,Ms.,Thomas,R.,Smith,,,Ms. Smith,19281117.0,,
1A,45227796,CS,Ms.,Robert,M.,Sales,,,Ms. Sales,19921107.0,,
1A,45227797,CS,Ms.,Agnes, ,Enos,,,Ms. Enos,,,
1A,45227798,CS,Ms.,William,W.,Ebert,,,Ms. Ebert,20070903.0,,
1A,45227799,CS,Mrs.,Sally,C.,Daly,,,Mrs. Daly,19190505.0,,
1A,45227800,CS,Mr.,Jamie,L.,Johnson,,,Mr. Johnson,19230216.0,,
1A,45227801,CS,Ms.,Rose, ,Preece,,,Ms. Preece,19101229.0,,
1A,45227802,CS,Mr.,Michael,Paul,Mims,,,Mr. Mims,19780707.0,,
1A,45227803,CS,Mr.,David,R.,Spraglin,,,Mr. Spraglin,,,
1A,45227804,CS,Mrs.,Shirley,Richard,Mozak,,,Mrs. Mozak,19720501.0,,
1A,45227805,CS,Ms.,Joseph,T.,Pettigrew,,,Ms. Pettigrew,19160117.0,,
1A,45227806,CS,Mr.,Peggy,K.,Hellinger,,,Mr. Hellinger,19170215.0,,
1A,45227807,CS,Mrs.,Guadalupe,B.,Wells,,,Mrs. Wells,19130609.0,,
1A,45227808,CS,Mr.,Stewart,A.,White,,,Mr. White,19851212.0,,
1A,45227809,CS,Mr.,Ray, ,Williams,,,Mr. Williams,20070408.0,,
1A,45227810,CS,Mr.,Alberta, ,Ashworth,,,Mr. Ashworth,19080115.0,,
1A,45227811,CS,Ms.,Denise,S.,Snyder,,,Ms. Snyder,19740418.0,,
1A,45227812,CS,Mrs.,Tracey, ,Jackson,,,Mrs. Jackson,,,
1A,45227814,CS,Mrs.,Maria,C.,Houston,,,Mrs. Houston,19400622.0,,
1A,45227815,CS,Ms.,Gregg,M.,Bartram,,,Ms. Bartram,19260312.0,,
1A,45227817,CS,Ms.,Dolores,A.,Smith,,,Ms. Smith,19800819.0,,
1A,45227818,CS,Mr.,William,Susan,French,,,Mr. French,19300231.0,,
1A,45227819,CS,Ms.,Earl,M.,Braunstein,,,Ms. Braunstein,19861012.0,,
1A,45227820,CS,Ms.,Jerry,D.,Hightower,,,Ms. Hightower,19181016.0,,
1A,45227821,CS,Mrs.,Thomas,R.,Roberts,,,Mrs. Roberts,19500921.0,,
1A,45227822,CS,Mrs.,Michael,I.,Kane,,,Mrs. Kane,19650921.0,,
1A,45227824,CS,Mr.,Jenny,A.,Mathews,,,Mr. Mathews,20001213.0,,
1A,45227825,CS,Mr.,Ruth,Dorothy,Akerley,,,Mr. Akerley,19310514.0,,
1A,45227826,CS,Mr.,Joshua,Betty,Dunn,,,Mr. Dunn,19280104.0,,
1A,45227827,CS,Mrs.,Joe,Regina,Smith,,,Mrs. Smith,19070218.0,,
1A,45227828,CS,Mrs.,Norma,W.,Youngman,,,Mrs. Youngman,19430825.0,,
1A,45227829,CS,Mr.,Kathryn, ,Moore,,,Mr. Moore,,,
1A,45227830,CS,Ms.,Samuel, ,Burrus,,,Ms. Burrus,,,
1A,45227831,CS,Mr.,James,J.,Reasoner,,,Mr. Reasoner,,,
1A,45227832,CS,Mrs.,Casey,D.,Steffen,,,Mrs. Steffen,19910209.0,,
1A,45227833,CS,Mrs.,Don,James,Calligan,,,Mrs. Calligan,19620606.0,,
1A,45227834,CS,Mr.,Maggie,D.,Carpenter,,,Mr. Carpenter,19271212.0,,
1A,45227835,CS,Mr.,Estelle,D.,Warnack,,,Mr. Warnack,20000106.0,,
1A,45227836,CS,Ms.,Victor,J.,Cichy,,,Ms. Cichy,19050210.0,,
1A,45227837,CS,Mrs.,Kyle,Paul,Wood,,,Mrs. Wood,19231206.0,,
1A,45227838,CS,Mrs.,Jacob, ,Berg,,,Mrs. Berg,19160618.0,,
1A,45227840,CS,Mr.,Pearline,Anthony,Keller,,,Mr. Keller,,,
1A,45227841,CS,Mr.,Irene,Lori,Black,,,Mr. Black,,,
1A,45227842,CS,Ms.,Gerald,Larry,Mccann,,,Ms. Mccann,,,
1A,45227843,CS,Mrs.,Josephine, ,Ford,,,Mrs. Ford,19621122.0,,
1A,45227844,CS,Mr.,Jack,B.,Cushman,,,Mr. Cushman,20071122.0,,
1A,45227845,CS,Mrs.,Edwin,D.,Hall,,,Mrs. Hall,19380831.0,,
1A,45227846,CS,Ms.,Gale,M.,Koeller,,,Ms. Koeller,19561129.0,,
1A,45227847,CS,Mrs.,Effie,W.,Garcia,,,Mrs. Garcia,19730515.0,,
1A,45227848,CS,Mr.,Leo, ,Aline,,,Mr. Aline,19821105.0,,
1A,45227849,CS,Mrs.,Cynthia,Terry,Morales,,,Mrs. Morales,19850918.0,,
1A,45227851,CS,Mrs.,Patrick, ,Hoang,,,Mrs. Hoang,19020909.0,,
1A,45227852,CS,Mr.,Matt,J.,Caberto,,,Mr. Caberto,19811021.0,,
1A,45227853,CS,Mrs.,Bruce, ,Kratochvil,,,Mrs. Kratochvil,,,
1A,45227854,CS,Mrs.,Colette,S.,Carrera,,,Mrs. Carrera,19100231.0,,
1A,45227856,CS,Ms.,Jennifer,A.,Bashaw,,,Ms. Bashaw,,,
1A,45227857,CS,Mrs.,Glen,R.,Carver,,,Mrs. Carver,19290510.0,,
1A,45227858,CS,Mr.,Edward,M.,Vargas,,,Mr. Vargas,19290524.0,,
1A,45227859,CS,Mrs.,Garry,L.,Macdonald,,,Mrs. Macdonald,19391215.0,,
1A,45227860,CS,Ms.,Jamie,S.,Brown,,,Ms. Brown,19320421.0,,
1A,45227861,CS,Mrs.,Sylvia,M.,Devito,,,Mrs. Devito,,,
1A,45227862,CS,Ms.,Virginia,M.,Suarez,,,Ms. Suarez,19780705.0,,
1A,45227863,CS,Mrs.,Bobby, ,Madigan,,,Mrs. Madigan,19780823.0,,
1A,45227864,CS,Ms.,Joseph, ,Pruchnik,,,Ms. Pruchnik,19951026.0,,
1A,45227865,CS,Mr.,Kimberly,C.,Knight,,,Mr. Knight,20100901.0,,
1A,45227866,CS,Ms.,Roger, ,Compton,,,Ms. Compton,19051207.0,,
1A,45227867,CS,Mrs.,Susan,L.,Gonzales,,,Mrs. Gonzales,19730923.0,,
1A,45227868,CS,Mr.,Louis,H.,Stanton,,,Mr. Stanton,19250912.0,,
1A,45227869,CS,Mr.,Lori,R.,Townsel,,,Mr. Townsel,19761103.0,,
1A,45227870,CS,Mr.,Louis,Alicia,Parks,,,Mr. Parks,19670219.0,,
1A,45227871,CS,Ms.,James,C.,Burgess,,,Ms. Burgess,,,
1A,45227872,CS,Mr.,Kenneth,Ona,Steen,,,Mr. Steen,19950324.0,,
1A,45227873,CS,Mrs.,Terri, ,Biros,,,Mrs. Biros,19731001.0,,
1A,45227874,CS,Mr.,Nancy,A.,Kneser,,,Mr. Kneser,19031020.0,,
1A,45227876,CS,Ms.,Joey,J.,Swaney,,,Ms. Swaney,19900123.0,,
1A,45227877,CS,Mr.,Lorraine,A.,North,,,Mr. North,19971104.0,,
1A,45227878,CS,Ms.,Clarissa,Joellen,Allen,,,Ms. Allen,,,
1A,45227879,CS,Mrs.,David,Alberto,Moffett,,,Mrs. Moffett,19461205.0,,
1A,45227880,CS,Mr.,Steven,M.,Killough,,,Mr. Killough,20001017.0,,
1A,45227881,CS,Mr.,John,R.,Greek,,,Mr. Greek,,,
1A,45227882,CS,Mrs.,Velma,Bessie,Miller,,,Mrs. Miller,19410819.0,,
1A,45227883,CS,Mr.,Clinton,H.,Woods,,,Mr. Woods,19960210.0,,
1A,45227884,CS,Ms.,Mary,R.,Cochran,,,Ms. Cochran,19950327.0,,
1A,45227885,CS,Ms.,Albert, ,Ulberg,,,Ms. Ulberg,19800720.0,,
1A,45227886,CS,Ms.,Allegra,E.,Eager,,,Ms. Eager,19510228.0,,
1A,45227887,CS,Mr.,Roger, ,Howard,,,Mr. Howard,19700413.0,,
1A,45227888,CS,Mr.,Anthony,Michael,West,,,Mr. West,19120727.0,,
1A,45227889,CS,Mr.,Mayme,A.,Gresham,,,Mr. Gresham,19030319.0,,
1A,45227890,CS,Mrs.,Lula,Benjamin,Page,,,Mrs. Page,19881202.0,,
1A,45227891,CS,Ms.,Martha,M.,Delaney,,,Ms. Delaney,,,
1A,45227892,CS,Mrs.,Gilberto,Bobby,Cameron,,,Mrs. Cameron,19490307.0,,
1A,45227893,CS,Mrs.,Vanessa, ,Hamilton,,,Mrs. Hamilton,19020809.0,,
1A,45227894,CS,Mrs.,John,J.,Archer,,,Mrs. Archer,19510424.0,,
1A,45227895,CS,Mr.,Susan,A.,Sheffield,,,Mr. Sheffield,19070422.0,,
1A,45227896,CS,Mrs.,Fred,M.,Brink,,,Mrs. Brink,19500106.0,,
1A,45227897,CS,Mr.,Roselyn,Hilary,Brewer,,,Mr. Brewer,20010324.0,,
1A,45227898,CS,Ms.,Karen, ,Goode,,,Ms. Goode,19540818.0,,
1A,45227899,CS,Mr.,Julia,L.,Beggs,,,Mr. Beggs,19580227.0,,
1A,45227900,CS,Mr.,William,M.,Lee,,,Mr. Lee,,,
1A,45227901,CS,Ms.,Scott,F.,Wenger,,,Ms. Wenger,19781024.0,,
1A,45227902,CS,Ms.,Margaret,C.,Heroux,,,Ms. Heroux,20080503.0,,
1A,45227903,CS,Mrs.,Brenda,Robert,Covington,,,Mrs. Covington,19730820.0,,
1A,45227904,CS,Mrs.,Doris,F.,Mcdougald,,,Mrs. Mcdougald,19410111.0,,
1A,45227905,CS,Mr.,Leonard, ,Zhong,,,Mr. Zhong,,,
1A,45227907,CS,Mrs.,Theodore,G.,Crispin,,,Mrs. Crispin,19280708.0,,
1A,45227908,CS,Ms.,Donald, ,Banville,,,Ms. Banville,,,
1A,45227910,CS,Mr.,Annette,J.,Martinez,,,Mr. Martinez,19651220.0,,
1A,45227911,CS,Mrs.,Maria,Raymond,Alston,,,Mrs. Alston,19980210.0,,
1A,45227912,CS,Ms.,Sandra, ,White,,,Ms. White,,,
1A,45227913,CS,Ms.,Harry,K.,Sauceda,II,,Ms. Sauceda,19361021.0,,
1A,45227914,CS,Ms.,Deborah,Brenda,Burleson,,,Ms. Burleson,20080516.0,,
1A,45227916,CS,Mrs.,Colleen,Shari,Perkins,,,Mrs. Perkins,,,
1A,45227917,CS,Mrs.,Antoinette, ,Krause,,,Mrs. Krause,19040906.0,,
1A,45227918,CS,Ms.,Sandy, ,Walker,,,Ms. Walker,19880926.0,,
1A,45227919,CS,Mr.,Dustin,P.,Brown,,,Mr. Brown,19311118.0,,
1A,45227920,CS,Mrs.,Mandy, ,Tuma,,,Mrs. Tuma,19660323.0,,
1A,45227922,CS,Ms.,Kelvin,E.,Chambers,,,Ms. Chambers,19750216.0,,
1A,45227923,CS,Mr.,Crystal,C.,Dooley,,,Mr. Dooley,19261208.0,,
1A,45227924,CS,Ms.,Aaron, ,Wiegand,,,Ms. Wiegand,19590903.0,,
1A,45227926,CS,Mr.,Sandra, ,Jeffords,,,Mr. Jeffords,19540726.0,,
1A,45227927,CS,Mrs.,Marvin,Magdalena,Barns,,,Mrs. Barns,19850801.0,,
1A,45227928,CS,Mr.,Virginia, ,Valdez,,,Mr. Valdez,19100430.0,,
1A,45227929,CS,Ms.,Jerry,Hilda,Taylor,,,Ms. Taylor,19980505.0,,
1A,45227930,CS,Mrs.,Melissa,A.,Proffer,,,Mrs. Proffer,19570715.0,,
1A,45227931,CS,Ms.,Elnora,V.,Alba,,,Ms. Alba,,,
1A,45227932,CS,Ms.,Margaret,G.,Evans,,,Ms. Evans,19790801.0,,
1A,45227933,CS,Ms.,James,T.,Gilbert,,,Ms. Gilbert,19761228.0,,
1A,45227934,CS,Ms.,Kevin,J.,Gibson,,,Ms. Gibson,19921129.0,,
1A,45227935,CS,Ms.,Harold, ,Payne,,,Ms. Payne,19231019.0,,
1A,45227936,CS,Mr.,Frank, ,Morales,,,Mr. Morales,19090127.0,,
1A,45227937,CS,Mr.,Cecelia,Patricia,Patterson,,,Mr. Patterson,,,
1A,45227938,CS,Mrs.,Paul,F.,Dafonte,,,Mrs. Dafonte,,,
1A,45227939,CS,Mrs.,Carl,Deborah,Pence,,,Mrs. Pence,19040425.0,,
1A,45227940,CS,Mrs.,Melissa,M.,Maxwell,,,Mrs. Maxwell,19951003.0,,
1A,45227942,CS,Mr.,Ben,M.,Miller,,,Mr. Miller,19740515.0,,
1A,45227943,CS,Mrs.,Joe,R.,Worthy,,,Mrs. Worthy,19150311.0,,
1A,45227944,CS,Mr.,Donna,K.,Mcgraw,,,Mr. Mcgraw,20040426.0,,
1A,45227945,CS,Mr.,Michelle,Randi,Dixon,,,Mr. Dixon,19560510.0,,
1A,45227946,CS,Mr.,Jeffrey,D.,Bisson,,,Mr. Bisson,19910611.0,,
1A,45227947,CS,Mr.,Curtis,B.,Ames,,,Mr. Ames,,,
1A,45227948,CS,Mr.,Ellen,R.,Dungey,,,Mr. Dungey,19700218.0,,
1A,45227949,CS,Mr.,Gretchen,T.,Offutt,,,Mr. Offutt,19660224.0,,
1A,45227950,CS,Mr.,Yvette,S.,Duffy,,,Mr. Duffy,19300522.0,,
1A,45227951,CS,Mr.,Thomas,N.,Fong,,,Mr. Fong,19430613.0,,
1A,45227952,CS,Ms.,Jeff,C.,Gentry,,,Ms. Gentry,20031222.0,,
1A,45227953,CS,Ms.,Yvonne,E.,Florio,,,Ms. Florio,19991120.0,,
1A,45227955,CS,Mr.,Lydia,Katharine,Davis,,,Mr. Davis,19240430.0,,
1A,45227956,CS,Ms.,Yvette, ,Crook,,,Ms. Crook,19341103.0,,
1A,45227957,CS,Ms.,Ernesto,Michael,Murphy,,,Ms. Murphy,,,
1A,45227958,CS,Mrs.,Charlotte,P.,Painter,,,Mrs. Painter,19700631.0,,
1A,45227959,CS,Mrs.,Carl,D.,Carmona,,,Mrs. Carmona,19550903.0,,
1A,45227960,CS,Mr.,Michelle,M.,Sutherland,,,Mr. Sutherland,19070201.0,,
1A,45227961,CS,Mrs.,Melissia,Juan,Hairston,,,Mrs. Hairston,19921101.0,,
1A,45227962,CS,Ms.,Joseph, ,Burton,,,Ms. Burton,19800522.0,,
1A,45227964,CS,Mrs.,Libby,M.,Odems,,,Mrs. Odems,19250930.0,,
1A,45227965,CS,Ms.,Danny,J.,Lee,,,Ms. Lee,19710217.0,,
1A,45227967,CS,Ms.,Lorenzo,K.,Wood,,,Ms. Wood,19570528.0,,
1A,45227968,CS,Ms.,Rebecca,Jeanette,Gomes,,,Ms. Gomes,19170419.0,,
1A,45227969,CS,Ms.,Ashley,Richard,Quarles,,,Ms. Quarles,19090427.0,,
1A,45227970,CS,Mrs.,Thomas, ,Popken,,,Mrs. Popken,19870227.0,,
1A,45227971,CS,Ms.,Sherry,I.,Edmond,,,Ms. Edmond,19000627.0,,
1A,45227972,CS,Mr.,Jerry,J.,Athayde,,,Mr. Athayde,,,
1A,45227973,CS,Mr.,Flora,N.,Mcdevitt,,,Mr. Mcdevitt,19860510.0,,
1A,45227976,CS,Mr.,Phillip,D.,Cook,,,Mr. Cook,20010802.0,,
1A,45227977,CS,Ms.,Anita,M.,Balderas,,,Ms. Balderas,19930519.0,,
1A,45227979,CS,Mr.,Dawn,J.,Mccullen,,,Mr. Mccullen,19520202.0,,
1A,45227980,CS,Mr.,Michael, ,Carlson,,,Mr. Carlson,,,
1A,45227982,CS,Mrs.,Jennifer, ,Murach,,,Mrs. Murach,19561218.0,,
1A,45227983,CS,Ms.,Carolyn,J.,Beach,,,Ms. Beach,19770918.0,,
1A,45227984,CS,Mrs.,Rhonda,M.,Bussey,,,Mrs. Bussey,19430711.0,,
1A,45227986,CS,Ms.,Clark,Edward,Santistevan,,,Ms. Santistevan,19760629.0,,
1A,45227987,CS,Mr.,Tim,J.,Powers,,,Mr. Powers,19271004.0,,
1A,45227988,CS,Ms.,Jamie,C.,Duque,,,Ms. Duque,19901220.0,,
1A,45227989,CS,Ms.,William,Amy,Sales,,,Ms. Sales,19830103.0,,
1A,45227990,CS,Mrs.,Bruce,C.,Brito,,,Mrs. Brito,19570225.0,,
1A,45227991,CS,Mr.,Stephanie,A.,Lewis,,,Mr. Lewis,19830426.0,,
1A,45227992,CS,Ms.,Jeff,Leroy,Hua,,,Ms. Hua,19980628.0,,
1A,45227993,CS,Ms.,Rodger,C.,Higgins,,,Ms. Higgins,19930213.0,,
1A,45227994,CS,Mr.,Melinda,A.,Rivera,,,Mr. Rivera,19240615.0,,
1A,45227995,CS,Mrs.,Paul,G.,Moore,,,Mrs. Moore,19890129.0,,
1A,45227996,CS,Ms.,Margo, ,Cooperrider,,,Ms. Cooperrider,19851005.0,,
1A,45227997,CS,Ms.,Kevin,J.,Harp,,,Ms. Harp,19680605.0,,
1A,45227998,CS,Ms.,Brian, ,Galbraith,,,Ms. Galbraith,19620504.0,,
1A,45227999,CS,Mr.,Adina,K.,Garcia,,,Mr. Garcia,19540207.0,,
1A,45228000,CS,Mr.,Robert,Y.,Kraus,,,Mr. Kraus,20001122.0,,
1A,45228001,CS,Mr.,Ronald,C.,Blasingame,,,Mr. Blasingame,19161103.0,,
1A,45228002,CS,Mrs.,Joann,G.,Tiffany,,,Mrs. Tiffany,19130313.0,,
1A,45228003,CS,Mrs.,Karen,Thomas,Raymond,,,Mrs. Raymond,19711023.0,,
1A,45228004,CS,Mr.,Nina, ,Lindburg,,,Mr. Lindburg,19990614.0,,
1A,45228005,CS,Mrs.,Jesse,M.,Spieth,,,Mrs. Spieth,,,
1A,45228006,CS,Ms.,Thomas,D.,Cobos,,,Ms. Cobos,19370101.0,,
1A,45228007,CS,Ms.,Rita,A.,Hollingsworth,,,Ms. Hollingsworth,19360412.0,,
1A,45228008,CS,Mrs.,Matthew,Phyllis,Reed,,,Mrs. Reed,,,
1A,45228009,CS,Mr.,Cristopher,E.,Mooney,,,Mr. Mooney,19250129.0,,
1A,45228010,CS,Mrs.,Andrew,Carolyn,Hernandez,,,Mrs. Hernandez,20010911.0,,
1A,45228011,CS,Mrs.,Susan,Winston,Morris,,,Mrs. Morris,19261123.0,,
1A,45228012,CS,Mr.,Mayme, ,Duran,,,Mr. Duran,19361018.0,,
1A,45228013,CS,Ms.,Roxana,Bill,Parsons,,,Ms. Parsons,,,
1A,45228014,CS,Mrs.,Charles,J.,Richardson,,,Mrs. Richardson,19800324.0,,
1A,45228015,CS,Mrs.,Maryanne, ,Houpe,,,Mrs. Houpe,19290128.0,,
1A,45228016,CS,Ms.,David,Alice,Terracina,,,Ms. Terracina,,,
1A,45228017,CS,Ms.,Larry,R.,Luker,,,Ms. Luker,,,
1A,45228018,CS,Mrs.,Samantha,T.,Silva,,,Mrs. Silva,19590701.0,,
1A,45228019,CS,Ms.,Wanda,J.,Glover,,,Ms. Glover,19870607.0,,
1A,45228020,CS,Mrs.,Emil,Quinton,Smith,,,Mrs. Smith,19891002.0,,
1A,45228021,CS,Mr.,Herbert,Juan,Hawkins,,,Mr. Hawkins,,,
1A,45228022,CS,Mr.,Mary,R.,King,,,Mr. King,19910406.0,,
1A,45228023,CS,Ms.,Andrea, ,Zarate,,,Ms. Zarate,19980114.0,,
1A,45228024,CS,Mrs.,Anna,D.,Colston,,,Mrs. Colston,20061023.0,,
1A,45228025,CS,Ms.,Suzette,K.,Tripp,,,Ms. Tripp,20020804.0,,
1A,45228026,CS,Ms.,Janet,L.,Norman,,,Ms. Norman,19490419.0,,
1A,45228027,CS,Ms.,Josephine,William,Waller,,,Ms. Waller,19880102.0,,
1A,45228028,CS,Mr.,Harry,V.,Lineberry,,,Mr. Lineberry,19440322.0,,
1A,45228029,CS,Mr.,Guadalupe,M.,Hyman,,,Mr. Hyman,19120527.0,,
1A,45228030,CS,Mr.,Carey, ,Moore,,,Mr. Moore,19870924.0,,
1A,45228031,CS,Mrs.,Latoya,M.,Mccubbin,,,Mrs. Mccubbin,19830117.0,,
1A,45228032,CS,Ms.,Donna,O.,Dimmick,,,Ms. Dimmick,19791201.0,,
1A,45228033,CS,Mrs.,Jill,S.,Brewer,,,Mrs. Brewer,,,
1A,45228034,CS,Mrs.,Sergio,S.,Troke,,,Mrs. Troke,,,
1A,45228035,CS,Ms.,Randall, ,Skinner,,,Ms. Skinner,19580916.0,,
1A,45228036,CS,Ms.,Joshua,A.,Weaver,,,Ms. Weaver,,,
1A,45228037,CS,Mrs.,Alonzo, ,Rettig,,,Mrs. Rettig,,,
1A,45228038,CS,Mrs.,Erin,Joe,Moyer,,,Mrs. Moyer,,,
1A,45228039,CS,Mrs.,Marie,Wilma,Kornreich,,,Mrs. Kornreich,19550917.0,,
1A,45228040,CS,Mr.,Florence, ,Whitney,,,Mr. Whitney,,,
1A,45228042,CS,Mrs.,Princess,Jessica,Oaks,,,Mrs. Oaks,19251129.0,,
1A,45228043,CS,Ms.,Joan,Michael,Mike,,,Ms. Mike,,,
1A,45228044,CS,Mrs.,Rudy,F.,Vasquez,,,Mrs. Vasquez,19771220.0,,
1A,45228045,CS,Mr.,John,L.,Davison,,,Mr. Davison,19050425.0,,
1A,45228046,CS,Mr.,Robert,J.,Walker,,,Mr. Walker,,,
1A,45228047,CS,Mr.,Kevin,D.,Holmes,,,Mr. Holmes,19450407.0,,
1A,45228049,CS,Mr.,Randee,J.,Winger,,,Mr. Winger,19300809.0,,
1A,45228050,CS,Mr.,Charles,Isabel,Burke,,,Mr. Burke,19490212.0,,
1A,45228051,CS,Mrs.,Edward,B.,Wurth,,,Mrs. Wurth,19850408.0,,
1A,45228053,CS,Mr.,Mary,K.,Boucher,,,Mr. Boucher,19000618.0,,
1A,45228055,CS,Mrs.,Mavis,Willie,Castrellon,,,Mrs. Castrellon,19431017.0,,
1A,45228056,CS,Mr.,Jeffrey,Andrew,Bost,,,Mr. Bost,19350411.0,,
1A,45228057,CS,Mrs.,Barry,B.,Virgilio,,,Mrs. Virgilio,19540127.0,,
1A,45228058,CS,Ms.,Donna, ,Ziegler,,,Ms. Ziegler,19560809.0,,
1A,45228060,CS,Mr.,Richard, ,Moradian,,,Mr. Moradian,19860231.0,,
1A,45228061,CS,Mr.,Sandra,M.,Natonabah,,,Mr. Natonabah,19571227.0,,
1A,45228062,CS,Mrs.,Steven,R.,Gambill,,,Mrs. Gambill,19071012.0,,
1A,45228063,CS,Ms.,Patricia,M.,Williams,,,Ms. Williams,,,
1A,45228064,CS,Mrs.,Deborah,D.,Merlette,,,Mrs. Merlette,19720713.0,,
1A,45228065,CS,Mr.,Larry,K.,Beasley,,,Mr. Beasley,19030423.0,,
1A,45228066,CS,Mrs.,Marcus,N.,Rizzuti,,,Mrs. Rizzuti,19871027.0,,
1A,45228067,CS,Mr.,Henry,Z.,Whitney,,,Mr. Whitney,19511005.0,,
1A,45228068,CS,Mrs.,Cheryl,S.,Lint,,,Mrs. Lint,,,
1A,45228069,CS,Mrs.,Lewis,Andrea,Hendrix,,,Mrs. Hendrix,19890811.0,,
1A,45228070,CS,Mrs.,Ann,R.,Santos,,,Mrs. Santos,19770924.0,,
1A,45228071,CS,Ms.,Anthony,G.,Molina,,,Ms. Molina,19350618.0,,
1A,45228072,CS,Mrs.,Bobby,Allyson,Stollar,,,Mrs. Stollar,19351117.0,,
1A,45228073,CS,Ms.,Mary,Janet,Jones,,,Ms. Jones,19170825.0,,
1A,45228074,CS,Ms.,Gloria,K.,Carter,,,Ms. Carter,19570413.0,,
1A,45228075,CS,Mrs.,Kari,Dennis,Allen,,,Mrs. Allen,19300923.0,,
1A,45228076,CS,Mrs.,Jared,Alfonso,Edwards,,,Mrs. Edwards,19480615.0,,
1A,45228077,CS,Mrs.,Lisa,S.,Norris,,,Mrs. Norris,19020713.0,,
1A,45228078,CS,Mr.,Barry, ,Hunter,,,Mr. Hunter,19720908.0,,
1A,45228079,CS,Mr.,Ian,V.,Allmon,,,Mr. Allmon,19401029.0,,
1A,45228081,CS,Ms.,Sharon,B.,Smith,,,Ms. Smith,19000615.0,,
1A,45228082,CS,Ms.,Sheila,A.,Dollar,,,Ms. Dollar,20070813.0,,
1A,45228084,CS,Mr.,Richard,S.,Johnston,,,Mr. Johnston,19240808.0,,
1A,45228085,CS,Mrs.,David,V.,Davis,,,Mrs. Davis,19400807.0,,
1A,45228086,CS,Mr.,Richard,M.,Guidry,,,Mr. Guidry,19290604.0,,
1A,45228087,CS,Mrs.,Stella,E.,Sorkin,,,Mrs. Sorkin,19570311.0,,
1A,45228088,CS,Ms.,Thomas, ,Mcfarland,,,Ms. Mcfarland,19321025.0,,
1A,45228090,CS,Mr.,Phyllis,L.,Covington,,,Mr. Covington,19091116.0,,
1A,45228091,CS,Ms.,Virginia, ,Saldivar,,,Ms. Saldivar,19750224.0,,
1A,45228093,CS,Mr.,Louise,V.,Abernathy,,,Mr. Abernathy,,,
1A,45228094,CS,Mrs.,Cora,V.,Conn,,,Mrs. Conn,,,
1A,45228095,CS,Mrs.,Felicia, ,Arriola,,,Mrs. Arriola,,,
1A,45228096,CS,Mr.,Amy,D.,Summers,,,Mr. Summers,19780931.0,,
1A,45228097,CS,Mrs.,Opal,L.,Channel,,,Mrs. Channel,19220804.0,,
1A,45228098,CS,Ms.,Jennifer,Ashley,Weitkamp,,,Ms. Weitkamp,19391115.0,,
1A,45228099,CS,Mrs.,John, ,Bouffard,,,Mrs. Bouffard,19770523.0,,
1A,45228100,CS,Mr.,Philip,C.,Ponder,,,Mr. Ponder,19410831.0,,
1A,45228101,CS,Ms.,Jennifer, ,Mata,,,Ms. Mata,19541217.0,,
1A,45228102,CS,Ms.,Troy,L.,Rambo,,,Ms. Rambo,19830310.0,,
1A,45228103,CS,Ms.,Richard, ,Peterson,,,Ms. Peterson,19820306.0,,
1A,45228104,CS,Ms.,Angelo, ,Rhem,,,Ms. Rhem,,,
1A,45228105,CS,Ms.,Billy,T.,Waggoner,,,Ms. Waggoner,,,
1A,45228106,CS,Mr.,Marion,W.,Vinson,,,Mr. Vinson,20001206.0,,
1A,45228107,CS,Ms.,Michael,Sheryl,Arnold,,,Ms. Arnold,20020601.0,,
1A,45228108,CS,Mr.,Nicole,Megan,Collins,,,Mr. Collins,19991127.0,,
1A,45228109,CS,Ms.,Bernie,Kelly,Marrero,,,Ms. Marrero,19950831.0,,
1A,45228110,CS,Ms.,Shauna,Susan,Kozyra,,,Ms. Kozyra,,,
1A,45228111,CS,Mr.,Lisa,J.,Johnson,,,Mr. Johnson,,,
1A,45228112,CS,Mr.,Rebecca,J.,Salamone,,,Mr. Salamone,19631028.0,,
1A,45228113,CS,Mr.,Karen, ,Mccain,,,Mr. Mccain,19100627.0,,
1A,45228114,CS,Mr.,Marguerite,N.,Fenner,,,Mr. Fenner,20030913.0,,
1A,45228115,CS,Mrs.,Barbara,Carter,Osborne,,,Mrs. Osborne,19170615.0,,
1A,45228116,CS,Ms.,Elmer,R.,Wells,,,Ms. Wells,,,
1A,45228117,CS,Mrs.,Steven,R.,Widera,,,Mrs. Widera,19440617.0,,
1A,45228119,CS,Mrs.,Graham,Ronald,Castillo,,,Mrs. Castillo,19490623.0,,
1A,45228120,CS,Mr.,Barbara,S.,Gray,,,Mr. Gray,19630101.0,,
1A,45228121,CS,Mrs.,Dan,N.,Martell,,,Mrs. Martell,19580415.0,,
1A,45228122,CS,Mr.,Lyman, ,Baker,,,Mr. Baker,19390225.0,,
1A,45228123,CS,Ms.,Sandra,W.,Hobbs,,,Ms. Hobbs,19841007.0,,
1A,45228124,CS,Ms.,Claudette,Jose,Council,,,Ms. Council,19701008.0,,
